	WT-t00	WT-t05	WT-t10	WT-t15	WT-t20	WT-t30	WT-t45	WT-t60
YJR077C	200.673	228.2249	310.5112	283.1583	224.9258	268.1135	200.443	202.1628
YJR078W	7.3417	9.0386	14.6698	14.0177	17.8159	20.1806	20.4534	22.8864
YJR079W	0	2.2597	0	0	0	0	2.0453	0
YJR080C	44.0502	56.4913	41.5645	67.2851	109.1224	126.8494	120.6749	133.5037
YJR082C	29.3668	45.193	39.1195	33.6426	46.7667	28.8294	36.8161	45.7727
YJR083C	17.1306	13.5579	14.6698	36.4461	46.7667	20.1806	18.408	30.5151
YJR084W	44.0502	36.1544	46.4544	50.4638	37.8588	57.6588	38.8614	49.5871
YJR085C	249.6176	196.5897	222.4923	215.8731	262.7846	415.1435	445.8835	453.9126
YJR086W	97.8893	90.3861	112.4686	123.3561	195.9749	181.6253	216.8057	156.3901
YJR087W	4.8945	2.2597	2.445	2.8035	4.454	2.8829	6.136	0
YJR088C	63.628	31.6351	46.4544	56.0709	51.2207	80.7223	94.0855	72.4734
YJR089W	22.0251	29.3755	24.4497	25.2319	26.7239	43.2441	24.544	34.3295
YJR090C	53.8391	47.4527	41.5645	53.2674	57.9017	54.7759	57.2694	72.4734
YJR091C	36.7085	47.4527	34.2296	47.6603	89.0795	115.3176	51.1334	45.7727
YJR092W	22.0251	36.1544	17.1148	36.4461	37.8588	37.4782	36.8161	49.5871
YJR093C	36.7085	33.8948	31.7846	30.839	51.2207	54.7759	42.9521	26.7007
YJR094C	12.2362	6.779	2.445	14.0177	13.3619	5.7659	12.272	3.8144
YJR094W-A	2373.8146	2167.0064	1985.3155	1794.2701	1454.2231	890.8288	1092.2099	1342.6659
YJR095W	0	0	7.3349	5.6071	0	11.5318	2.0453	7.6288
YJR096W	39.1557	42.9334	46.4544	112.1419	178.159	320.0065	554.2863	415.7687
YJR097W	17.1306	4.5193	9.7799	0	2.227	0	10.2267	3.8144
YJR098C	4.8945	4.5193	2.445	11.2142	0	2.8829	6.136	7.6288
YJR099W	48.9446	47.4527	53.7893	25.2319	48.9937	51.8929	67.4961	38.1439
YJR100C	19.5779	18.0772	31.7846	36.4461	44.5398	40.3612	20.4534	30.5151
YJR101W	92.9948	92.6457	48.8994	64.4816	80.1716	100.9029	94.0855	76.2878
YJR102C	19.5779	42.9334	31.7846	42.0532	40.0858	89.3712	49.0881	53.4015
YJR103W	75.8642	112.9826	134.4733	109.3383	158.1161	196.04	265.8938	240.3067
YJR104C	2349.3423	2435.905	2767.7059	2694.2087	2817.1398	3499.8904	4407.7011	4600.1564
YJR105W	942.1842	1050.7382	943.7584	821.4393	739.36	821.6382	601.3291	648.4466
YJR106W	7.3417	9.0386	2.445	0	6.681	23.0635	4.0907	3.8144
YJR107W	19.5779	13.5579	17.1148	14.0177	17.8159	49.01	36.8161	34.3295
YJR108W	0	0	0	5.6071	4.454	0	2.0453	7.6288
YJR109C	200.673	244.0424	185.8177	117.749	95.7605	66.3076	55.2241	53.4015
YJR110W	26.9195	9.0386	31.7846	30.839	66.8096	40.3612	34.7707	45.7727
YJR111C	19.5779	15.8176	26.8947	30.839	26.7239	11.5318	24.544	22.8864
YJR112W	31.814	33.8948	12.2248	8.4106	4.454	14.4147	14.3174	11.4432
YJR112W-A	53.8391	65.5299	34.2296	75.6958	31.1778	51.8929	32.7254	41.9583
YJR114W	0	4.5193	0	2.8035	0	2.8829	0	0
YJR113C	53.8391	42.9334	75.7941	33.6426	37.8588	60.5418	57.2694	80.1022
YJR115W	14.6834	51.972	141.8083	98.1241	71.2636	80.7223	49.0881	15.2576
YJR116W	12.2362	24.8562	31.7846	25.2319	22.2699	23.0635	34.7707	19.072
YJR117W	225.1453	189.8108	261.6118	283.1583	351.8641	334.4212	380.4327	286.0794
YJR118C	73.4169	61.0106	63.5692	58.8745	100.2145	77.8394	112.4935	125.8749
YJR119C	14.6834	11.2983	4.8899	16.8213	26.7239	5.7659	24.544	26.7007
YJR120W	83.2059	97.165	107.5787	142.9809	122.4843	164.3276	163.627	179.2764
YJR121W	418.4766	438.3725	508.5537	527.0668	585.6978	637.13	726.0946	686.5905
YJR122W	29.3668	13.5579	17.1148	47.6603	44.5398	46.1271	36.8161	57.2159
YJR123W	4781.8905	4413.1006	4058.6499	3868.8949	3527.549	2880.0581	2483.039	3024.8126
YJR124C	156.6228	183.0318	234.7171	134.5703	160.3431	103.7859	112.4935	144.9469
YJR125C	51.3919	90.3861	70.9041	95.3206	155.8892	190.2741	243.3951	156.3901
YJR126C	70.9697	79.0878	70.9041	140.1774	153.6622	152.7959	153.4003	125.8749
YJR128W	2.4472	4.5193	17.1148	5.6071	6.681	11.5318	0	0
YJR127C	102.7837	81.3475	90.4639	100.9277	138.0733	164.3276	214.7604	141.1325
YJR129C	4.8945	11.2983	4.8899	5.6071	8.908	2.8829	6.136	3.8144
YJR130C	29.3668	29.3755	22.0047	16.8213	22.2699	31.7124	38.8614	30.5151
YJR131W	7.3417	13.5579	14.6698	11.2142	26.7239	17.2976	28.6347	22.8864
YJR132W	51.3919	24.8562	44.0095	22.4284	22.2699	20.1806	38.8614	30.5151
YJR133W	159.0701	133.3195	112.4686	117.749	75.7176	77.8394	132.9469	125.8749
YJR134C	19.5779	33.8948	39.1195	47.6603	28.9508	43.2441	44.9974	45.7727
YJR135C	12.2362	13.5579	2.445	14.0177	6.681	2.8829	4.0907	3.8144
YJR135W-A	107.6782	67.7896	110.0236	106.5348	86.8525	72.0735	77.7228	106.803
YJR136C	29.3668	15.8176	39.1195	30.839	26.7239	11.5318	14.3174	41.9583
YJR137C	61.1808	49.7123	24.4497	33.6426	46.7667	54.7759	63.4054	95.3598
YJR138W	48.9446	45.193	48.8994	67.2851	64.5827	37.4782	44.9974	80.1022
YJR139C	611.8079	648.5202	581.9028	650.4229	601.2868	556.4076	546.105	511.1285
YJR140W-A	0	0	0	0	0	0	0	0
YJR140C	56.2863	58.751	39.1195	42.0532	42.3128	34.5953	49.0881	49.5871
YJR141W	24.4723	9.0386	12.2248	11.2142	11.1349	5.7659	0	15.2576
YJR142W	36.7085	58.751	68.4592	67.2851	53.4477	60.5418	77.7228	91.5454
YJR143C	212.9091	232.7442	227.3822	246.7121	260.5576	161.4447	169.763	190.7196
YJR144W	92.9948	85.8668	90.4639	95.3206	89.0795	66.3076	92.0402	122.0605
YJR145C	3315.9988	3122.8392	3114.8916	2943.7244	2540.9933	2263.1087	2039.2009	2288.635
YJR146W	2.4472	0	0	0	0	0	0	0
YJR147W	14.6834	18.0772	22.0047	28.0355	11.1349	5.7659	6.136	11.4432
YJR148W	117.4671	133.3195	146.6982	156.9986	149.2082	213.3376	182.035	209.7915
YJR149W	7.3417	18.0772	17.1148	33.6426	8.908	14.4147	20.4534	3.8144
YJR150C	0	0	4.8899	0	8.908	2.8829	2.0453	0
YJR151C	2.4472	2.2597	4.8899	14.0177	24.4969	14.4147	10.2267	7.6288
YJR151W-A	0	0	0	0	2.227	0	0	0
YJR152W	0	2.2597	4.8899	2.8035	2.227	2.8829	16.3627	3.8144
YJR153W	0	2.2597	0	2.8035	0	0	0	0
YJR154W	0	0	0	0	2.227	0	0	0
YJR155W	2.4472	6.779	14.6698	16.8213	6.681	17.2976	10.2267	11.4432
YJR156C	14.6834	4.5193	4.8899	8.4106	2.227	11.5318	10.2267	22.8864
YJR157W	0	0	0	0	0	0	0	0
YJR158W	7.3417	2.2597	0	0	0	0	0	0
YJR159W	9.7889	15.8176	7.3349	2.8035	13.3619	25.9465	24.544	41.9583
YJR160C	2.4472	2.2597	19.5598	16.8213	13.3619	5.7659	16.3627	3.8144
YJR161C	39.1557	24.8562	24.4497	44.8568	57.9017	103.7859	36.8161	57.2159
TEL10R-XC	0	0	0	0	0	0	0	0
YJR162C	0	0	0	0	0	0	0	0
YKL225W	0	0	0	0	0	0	0	0
TEL11L-XC	0	0	0	0	0	0	0	0
YKL224C	0	0	0	0	0	2.8829	0	0
YKL223W	0	0	0	0	0	0	0	0
YKL222C	17.1306	4.5193	0	8.4106	22.2699	17.2976	12.272	15.2576
YKL221W	2.4472	0	2.445	0	4.454	0	4.0907	3.8144
YKL220C	2.4472	4.5193	12.2248	5.6071	0	2.8829	14.3174	7.6288
YKL219W	31.814	27.1158	17.1148	44.8568	35.6318	60.5418	36.8161	64.8447
YKL218C	46.4974	45.193	51.3444	39.2497	42.3128	51.8929	63.4054	61.0303
YKL217W	2.4472	11.2983	9.7799	8.4106	11.1349	8.6488	10.2267	15.2576
YKL216W	1541.7559	1491.3704	1481.6517	1368.131	1051.1383	567.9394	595.193	751.4352
YKL215C	24.4723	42.9334	39.1195	28.0355	40.0858	51.8929	47.0427	49.5871
YKL214C	58.7336	74.5685	58.6793	61.678	57.9017	89.3712	59.3148	72.4734
YKL213C	58.7336	67.7896	83.129	67.2851	95.7605	144.1471	108.4029	110.6174
YKL212W	132.1505	167.2143	154.0331	137.3738	144.7542	152.7959	163.627	167.8332
YKL211C	115.0199	88.1264	127.1384	114.9454	113.5764	115.3176	73.6321	141.1325
YKL210W	183.5424	178.5125	207.8224	168.2128	247.1957	285.4112	339.5259	308.9657
YKL209C	12.2362	4.5193	17.1148	8.4106	11.1349	14.4147	18.408	26.7007
YKL208W	14.6834	13.5579	4.8899	16.8213	17.8159	20.1806	20.4534	22.8864
YKL207W	261.8538	244.0424	188.2627	210.266	220.4718	207.5718	222.9417	221.2347
YKL206C	66.0753	45.193	56.2343	72.8922	69.0366	74.9565	96.1308	68.6591
YKL205W	58.7336	31.6351	36.6745	36.4461	37.8588	17.2976	26.5894	41.9583
YKL204W	24.4723	31.6351	31.7846	30.839	64.5827	46.1271	51.1334	57.2159
YKL203C	68.5225	49.7123	88.0189	42.0532	84.6255	83.6053	73.6321	80.1022
YKL202W	0	0	2.445	0	6.681	2.8829	2.0453	3.8144
YKL201C	19.5779	22.5965	44.0095	50.4638	31.1778	40.3612	44.9974	41.9583
YKL198C	2.4472	9.0386	22.0047	28.0355	13.3619	5.7659	12.272	3.8144
YKL197C	24.4723	6.779	9.7799	22.4284	17.8159	17.2976	26.5894	15.2576
YKL196C	188.4368	198.8494	200.4875	156.9986	193.748	178.7423	200.443	209.7915
YKL195W	90.5476	115.2423	129.5834	134.5703	122.4843	198.9229	304.7552	274.6362
YKL194C	39.1557	13.5579	26.8947	25.2319	37.8588	34.5953	59.3148	30.5151
YKL193C	34.2612	40.6737	31.7846	47.6603	106.8954	123.9665	110.4482	68.6591
YKL192C	572.6522	499.3831	528.1135	456.9782	472.1215	654.4276	722.0039	644.6322
YKL191W	56.2863	72.3089	70.9041	42.0532	26.7239	20.1806	12.272	30.5151
YKL190W	198.2258	153.6563	156.4781	151.3915	187.067	282.5282	296.5739	247.9355
YKL189W	12.2362	20.3369	22.0047	30.839	44.5398	46.1271	30.6801	38.1439
YKL188C	2.4472	0	9.7799	33.6426	13.3619	28.8294	28.6347	15.2576
YKL187C	0	2.2597	0	0	8.908	8.6488	8.1813	0
YKL186C	63.628	61.0106	48.8994	61.678	57.9017	83.6053	49.0881	38.1439
YKL185W	80.7586	79.0878	51.3444	56.0709	75.7176	43.2441	92.0402	118.2461
YKL184W	39.1557	38.4141	53.7893	33.6426	44.5398	40.3612	49.0881	34.3295
YKL183C-A	7.3417	11.2983	12.2248	8.4106	11.1349	8.6488	12.272	0
YKL183W	70.9697	33.8948	39.1195	39.2497	33.4048	86.4882	67.4961	64.8447
YKL182W	849.1894	1152.4226	1021.9974	1023.2947	975.4207	905.2435	638.1451	598.8595
YKL181W	325.4818	372.8426	281.1715	215.8731	182.613	103.7859	149.3096	118.2461
YKL180W	2297.9504	2011.0904	2017.1001	1805.4843	1583.3885	1239.6647	1084.0286	1285.45
YKL179C	63.628	76.8282	80.684	86.91	86.8525	103.7859	98.1762	110.6174
YKL177W	0	4.5193	0	0	0	0	0	3.8144
YKL178C	438.0545	436.1129	391.1952	389.693	407.5388	371.8994	454.0648	419.5831
YKL176C	56.2863	58.751	63.5692	47.6603	31.1778	66.3076	79.7681	53.4015
YKL175W	149.2811	135.5791	110.0236	109.3383	106.8954	100.9029	104.3122	80.1022
YKL174C	61.1808	74.5685	83.129	50.4638	31.1778	46.1271	67.4961	72.4734
YKL173W	73.4169	72.3089	46.4544	58.8745	26.7239	40.3612	40.9067	45.7727
YKL172W	269.1955	284.7162	124.6935	58.8745	33.4048	20.1806	44.9974	57.2159
YKL171W	9.7889	9.0386	9.7799	16.8213	17.8159	28.8294	24.544	3.8144
YKL170W	70.9697	67.7896	24.4497	30.839	57.9017	83.6053	100.2215	95.3598
YKL169C	0	2.2597	2.445	2.8035	2.227	8.6488	6.136	3.8144
YKL168C	14.6834	15.8176	19.5598	30.839	40.0858	77.8394	65.4508	53.4015
YKL167C	61.1808	49.7123	51.3444	61.678	71.2636	77.8394	79.7681	64.8447
YKL166C	88.1003	61.0106	44.0095	36.4461	33.4048	40.3612	47.0427	49.5871
YKL165C-A	0	2.2597	0	11.2142	2.227	2.8829	2.0453	0
YKL165C	56.2863	56.4913	46.4544	39.2497	37.8588	31.7124	22.4987	26.7007
YKL164C	188.4368	244.0424	371.6354	274.7476	233.8337	334.4212	296.5739	312.7801
YKL163W	9.7889	27.1158	19.5598	22.4284	17.8159	51.8929	118.6295	141.1325
YKL162C-A	0	2.2597	4.8899	2.8035	6.681	2.8829	18.408	3.8144
YKL162C	4.8945	4.5193	4.8899	11.2142	17.8159	23.0635	20.4534	15.2576
YKL161C	12.2362	2.2597	7.3349	8.4106	11.1349	14.4147	10.2267	11.4432
YKL160W	244.7232	237.2635	210.2674	229.8909	202.6559	201.8059	182.035	171.6476
YKL159C	53.8391	51.972	41.5645	44.8568	35.6318	37.4782	28.6347	30.5151
YKL157W	178.6479	194.3301	161.368	199.0518	153.6622	196.04	286.3472	335.6665
YKL156W	1265.2187	1082.3734	926.6436	597.1555	427.5817	270.9965	619.7371	934.526
YKL156C-A	0	0	4.8899	2.8035	0	0	4.0907	11.4432
YKL155C	63.628	67.7896	58.6793	42.0532	26.7239	49.01	53.1788	49.5871
YKL154W	48.9446	38.4141	39.1195	33.6426	20.0429	28.8294	36.8161	34.3295
YKL153W	17.1306	4.5193	78.239	25.2319	40.0858	14.4147	28.6347	34.3295
YKL152C	5799.9388	6200.4854	5990.1761	6187.4283	6066.3152	6304.9921	7365.2583	8208.5709
YKL151C	26.9195	20.3369	110.0236	162.6057	227.1528	392.08	525.6516	362.3672
YKL150W	63.628	115.2423	266.5017	389.693	507.7533	729.3841	811.9988	335.6665
YKL149C	19.5779	40.6737	19.5598	22.4284	40.0858	34.5953	34.7707	22.8864
YKL148C	14.6834	27.1158	26.8947	70.0887	64.5827	74.9565	102.2668	57.2159
YKL146W	58.7336	72.3089	58.6793	106.5348	86.8525	118.2006	73.6321	49.5871
YKL147C	2.4472	2.2597	7.3349	5.6071	8.908	8.6488	4.0907	7.6288
YKL145W	163.9645	176.2529	171.1479	201.8554	193.748	210.4547	321.1179	263.193
YKL145W-A	7.3417	9.0386	14.6698	5.6071	8.908	14.4147	6.136	26.7007
YKL144C	75.8642	40.6737	26.8947	22.4284	37.8588	8.6488	22.4987	34.3295
YKL143W	129.7033	81.3475	56.2343	36.4461	28.9508	17.2976	4.0907	3.8144
YKL142W	132.1505	232.7442	268.9467	353.2469	543.3851	706.3206	803.8174	606.4883
YKL141W	61.1808	63.2703	80.684	72.8922	129.1653	161.4447	137.0376	110.6174
YKL140W	41.6029	42.9334	63.5692	47.6603	84.6255	95.1371	143.1736	53.4015
YKL139W	26.9195	31.6351	24.4497	28.0355	28.9508	23.0635	26.5894	26.7007
YKL138C-A	51.3919	45.193	31.7846	39.2497	64.5827	66.3076	55.2241	57.2159
YKL138C	70.9697	65.5299	53.7893	89.7135	71.2636	51.8929	89.9948	91.5454
YKL137W	31.814	58.751	36.6745	53.2674	66.8096	66.3076	69.5415	49.5871
YKL136W	0	2.2597	2.445	0	2.227	0	0	0
YKL135C	39.1557	65.5299	63.5692	98.1241	95.7605	112.4347	81.8135	64.8447
YKL134C	24.4723	18.0772	19.5598	25.2319	33.4048	34.5953	28.6347	22.8864
YKL133C	7.3417	15.8176	17.1148	5.6071	33.4048	31.7124	16.3627	26.7007
YKL131W	2.4472	0	2.445	8.4106	0	2.8829	2.0453	3.8144
YKL132C	7.3417	9.0386	4.8899	2.8035	4.454	17.2976	2.0453	3.8144
YKL130C	56.2863	40.6737	41.5645	33.6426	40.0858	46.1271	32.7254	45.7727
YKL129C	41.6029	36.1544	46.4544	61.678	89.0795	95.1371	89.9948	99.1742
YKL128C	14.6834	15.8176	12.2248	14.0177	6.681	14.4147	22.4987	7.6288
YKL127W	75.8642	97.165	85.5739	70.0887	62.3557	80.7223	51.1334	49.5871
YKL126W	105.231	115.2423	156.4781	140.1774	173.7051	270.9965	247.4858	213.6059
YKL125W	53.8391	56.4913	9.7799	14.0177	17.8159	23.0635	22.4987	57.2159
YKL124W	12.2362	29.3755	34.2296	30.839	40.0858	40.3612	42.9521	49.5871
YKL123W	12.2362	29.3755	31.7846	28.0355	37.8588	34.5953	42.9521	49.5871
YKL122C	51.3919	36.1544	36.6745	42.0532	44.5398	54.7759	12.272	41.9583
YKL121W	14.6834	24.8562	26.8947	16.8213	40.0858	66.3076	34.7707	45.7727
YKL120W	119.9143	131.0598	73.3491	81.3029	48.9937	66.3076	114.5389	99.1742
YKL118W	0	0	2.445	0	0	0	0	0
YKL119C	0	4.5193	0	0	0	0	10.2267	0
YKL117W	450.2906	521.9796	462.0993	588.7449	547.839	729.3841	861.0869	808.651
YKL116C	29.3668	27.1158	31.7846	42.0532	48.9937	49.01	55.2241	61.0303
YKL115C	0	2.2597	0	2.8035	0	0	2.0453	0
YKL114C	0	11.2983	7.3349	2.8035	2.227	0	4.0907	0
YKL113C	9.7889	0	4.8899	0	4.454	0	0	3.8144
YKL112W	19.5779	42.9334	41.5645	11.2142	31.1778	57.6588	71.5868	76.2878
YKL111C	0	0	0	0	0	0	0	0
YKL110C	83.2059	49.7123	44.0095	19.6248	13.3619	34.5953	6.136	30.5151
YKL109W	26.9195	20.3369	29.3396	22.4284	53.4477	17.2976	51.1334	45.7727
YKL108W	34.2612	22.5965	19.5598	16.8213	20.0429	17.2976	14.3174	19.072
YKL107W	0	2.2597	0	5.6071	8.908	14.4147	20.4534	0
YKL106C-A	0	0	0	0	0	0	0	0
YKL106W	31.814	11.2983	24.4497	19.6248	6.681	11.5318	14.3174	3.8144
YKL105C	4.8945	15.8176	9.7799	25.2319	24.4969	54.7759	28.6347	41.9583
YKL104C	4.8945	2.2597	7.3349	8.4106	6.681	2.8829	14.3174	0
YKL103C	56.2863	70.0492	92.9089	207.4625	260.5576	348.8359	421.3394	343.2953
YKL102C	0	4.5193	4.8899	5.6071	2.227	0	2.0453	7.6288
YKL101W	56.2863	40.6737	48.8994	64.4816	40.0858	63.4247	57.2694	41.9583
YKL100W-A	0	0	0	0	4.454	0	0	7.6288
YKL100C	48.9446	58.751	68.4592	100.9277	80.1716	98.02	139.0829	80.1022
YKL099C	12.2362	4.5193	29.3396	16.8213	28.9508	34.5953	24.544	15.2576
YKL098W	29.3668	29.3755	19.5598	33.6426	53.4477	28.8294	26.5894	34.3295
YKL097C	0	0	0	0	2.227	0	0	0
YKL096C-B	2.4472	6.779	14.6698	0	11.1349	2.8829	6.136	3.8144
YKL096W-A	4299.7859	4033.479	3581.8808	3109.1337	2823.8208	2476.4464	3149.8189	4550.5693
YKL096W	149.2811	501.6428	1256.7145	1743.8063	2151.2704	2413.0217	1853.0753	1216.791
YKL095W	0	0	0	2.8035	0	0	4.0907	0
YKL094W	171.3062	169.4739	220.0473	199.0518	265.0116	363.2506	227.0324	263.193
YKL093W	7.3417	6.779	26.8947	22.4284	42.3128	43.2441	32.7254	7.6288
YKL092C	9.7889	15.8176	7.3349	16.8213	24.4969	20.1806	10.2267	7.6288
YKL091C	0	4.5193	7.3349	25.2319	24.4969	23.0635	18.408	11.4432
YKL090W	14.6834	13.5579	14.6698	25.2319	33.4048	20.1806	10.2267	30.5151
YKL089W	12.2362	24.8562	12.2248	19.6248	22.2699	11.5318	18.408	7.6288
YKL088W	31.814	15.8176	14.6698	30.839	40.0858	54.7759	36.8161	26.7007
YKL087C	31.814	18.0772	31.7846	30.839	53.4477	74.9565	53.1788	41.9583
YKL086W	7.3417	4.5193	2.445	30.839	13.3619	34.5953	24.544	11.4432
YKL085W	144.3867	142.3581	224.9372	235.498	318.4593	501.6317	634.0545	495.8709
YKL084W	90.5476	42.9334	46.4544	56.0709	22.2699	37.4782	30.6801	22.8864
YKL083W	9.7889	4.5193	4.8899	5.6071	0	0	0	0
YKL082C	80.7586	65.5299	41.5645	16.8213	20.0429	14.4147	18.408	22.8864
YKL081W	1010.7066	1349.0123	1501.2115	1270.0068	1109.04	911.0094	719.9586	682.7761
YKL080W	190.8841	212.4073	176.0378	187.8377	216.0178	187.3912	206.579	198.3484
YKL079W	53.8391	29.3755	24.4497	22.4284	26.7239	37.4782	42.9521	49.5871
YKL078W	44.0502	49.7123	31.7846	11.2142	2.227	8.6488	2.0453	7.6288
YKL077W	146.8339	151.3967	127.1384	142.9809	184.84	181.6253	216.8057	209.7915
YKL076C	36.7085	29.3755	48.8994	64.4816	26.7239	60.5418	36.8161	30.5151
YKL075C	24.4723	15.8176	36.6745	39.2497	13.3619	25.9465	22.4987	22.8864
YKL074C	7.3417	2.2597	7.3349	8.4106	2.227	0	6.136	0
YKL073W	53.8391	47.4527	53.7893	67.2851	57.9017	72.0735	75.6775	68.6591
YKL072W	12.2362	11.2983	7.3349	8.4106	8.908	11.5318	6.136	7.6288
YKL071W	2.4472	2.2597	0	2.8035	2.227	0	8.1813	0
YKL070W	2.4472	2.2597	0	2.8035	0	0	2.0453	0
YKL069W	44.0502	33.8948	44.0095	25.2319	20.0429	31.7124	26.5894	45.7727
YKL068W-A	26.9195	51.972	44.0095	30.839	51.2207	28.8294	47.0427	41.9583
YKL068W	122.3616	81.3475	51.3444	42.0532	46.7667	51.8929	30.6801	110.6174
YKL067W	193.3313	176.2529	234.7171	322.4079	411.9928	625.5982	764.956	549.2724
YKL066W	4.8945	2.2597	0	14.0177	24.4969	28.8294	16.3627	11.4432
YKL065W-A	7.3417	15.8176	14.6698	14.0177	33.4048	60.5418	49.0881	41.9583
YKL065C	0	4.5193	4.8899	5.6071	8.908	5.7659	8.1813	3.8144
YKL064W	46.4974	42.9334	34.2296	58.8745	84.6255	77.8394	83.8588	76.2878
YKL063C	7.3417	22.5965	2.445	28.0355	24.4969	11.5318	14.3174	11.4432
YKL062W	17.1306	15.8176	7.3349	22.4284	13.3619	69.1906	63.4054	45.7727
YKL061W	132.1505	176.2529	200.4875	159.8022	200.4289	236.4012	214.7604	240.3067
YKL060C	589.7828	634.9622	625.9123	656.03	610.1947	657.3106	670.8705	865.8669
YKL059C	2.4472	6.779	4.8899	14.0177	2.227	11.5318	14.3174	15.2576
YKL058W	102.7837	81.3475	88.0189	70.0887	97.9875	135.4982	94.0855	53.4015
YKL057C	107.6782	70.0492	85.5739	47.6603	75.7176	95.1371	85.9042	76.2878
YKL056C	141.9394	133.3195	129.5834	145.7844	118.0304	66.3076	81.8135	83.9166
YKL055C	0	0	0	0	0	0	0	0
YKL054C	227.5925	212.4073	234.7171	185.0341	175.9321	230.6353	249.5311	301.3369
YKL053C-A	19.5779	22.5965	48.8994	36.4461	35.6318	43.2441	40.9067	64.8447
YKL053W	0	2.2597	0	2.8035	4.454	2.8829	2.0453	0
YKL052C	127.256	108.4633	92.9089	137.3738	118.0304	204.6888	235.2137	213.6059
YKL051W	41.6029	76.8282	100.2438	89.7135	111.3494	204.6888	134.9922	110.6174
YKL050C	7.3417	11.2983	9.7799	16.8213	11.1349	17.2976	6.136	26.7007
YKL049C	0	0	0	0	0	0	4.0907	0
YKL048C	31.814	29.3755	7.3349	22.4284	15.5889	14.4147	18.408	41.9583
YKL047W	39.1557	42.9334	29.3396	30.839	37.8588	25.9465	44.9974	41.9583
YKL046C	63.628	42.9334	41.5645	36.4461	42.3128	40.3612	44.9974	53.4015
YKL045W	41.6029	27.1158	41.5645	39.2497	44.5398	28.8294	22.4987	72.4734
YKL044W	7.3417	0	2.445	0	0	0	0	0
YKL043W	24.4723	33.8948	39.1195	44.8568	31.1778	25.9465	16.3627	3.8144
YKL042W	14.6834	11.2983	12.2248	16.8213	11.1349	11.5318	18.408	15.2576
YKL041W	63.628	56.4913	46.4544	53.2674	48.9937	89.3712	69.5415	72.4734
YKL040C	4.8945	2.2597	12.2248	8.4106	4.454	0	4.0907	0
YKL039W	102.7837	85.8668	95.3538	72.8922	146.9812	193.1571	249.5311	221.2347
YKL038W	51.3919	40.6737	46.4544	61.678	42.3128	112.4347	77.7228	38.1439
YKL037W	2.4472	2.2597	0	0	0	0	0	3.8144
YKL035W	173.7534	178.5125	452.3194	863.4925	1329.5118	1969.0487	2088.289	1197.719
YKL036C	17.1306	20.3369	34.2296	22.4284	6.681	8.6488	6.136	11.4432
YKL034W	46.4974	36.1544	39.1195	64.4816	84.6255	161.4447	94.0855	61.0303
YKL033W-A	271.6427	207.888	222.4923	238.3015	262.7846	224.8694	208.6244	270.8218
YKL033W	9.7889	18.0772	19.5598	14.0177	17.8159	14.4147	6.136	22.8864
YKL032C	2.4472	0	0	0	2.227	0	0	0
YKL031W	2.4472	2.2597	2.445	0	4.454	0	2.0453	3.8144
YKL030W	0	2.2597	0	2.8035	0	0	0	0
YKL029C	132.1505	137.8388	78.239	33.6426	20.0429	25.9465	28.6347	76.2878
YKL028W	48.9446	45.193	78.239	50.4638	53.4477	54.7759	51.1334	68.6591
YKL027W	44.0502	42.9334	19.5598	25.2319	26.7239	40.3612	47.0427	41.9583
YKL026C	7.3417	0	2.445	5.6071	8.908	14.4147	8.1813	7.6288
YKL025C	4.8945	6.779	9.7799	25.2319	26.7239	20.1806	6.136	3.8144
YKL024C	83.2059	83.6071	80.684	72.8922	77.9446	86.4882	69.5415	34.3295
YKL023C-A	2.4472	2.2597	4.8899	0	2.227	2.8829	6.136	0
YKL023W	22.0251	27.1158	26.8947	11.2142	28.9508	69.1906	32.7254	34.3295
YKL022C	4.8945	6.779	9.7799	11.2142	8.908	5.7659	6.136	0
YKL021C	83.2059	106.2036	61.1242	56.0709	48.9937	51.8929	26.5894	30.5151
YKL020C	34.2612	24.8562	56.2343	36.4461	51.2207	51.8929	55.2241	49.5871
YKL019W	112.5727	79.0878	110.0236	128.9632	113.5764	123.9665	106.3575	83.9166
YKL018C-A	4.8945	0	4.8899	8.4106	6.681	2.8829	10.2267	7.6288
YKL018W	51.3919	42.9334	46.4544	36.4461	57.9017	46.1271	28.6347	57.2159
YKL017C	2.4472	2.2597	2.445	2.8035	0	5.7659	2.0453	3.8144
YKL016C	4.8945	4.5193	12.2248	0	0	2.8829	2.0453	3.8144
YKL015W	48.9446	24.8562	44.0095	47.6603	48.9937	40.3612	51.1334	41.9583
YKL014C	12.2362	15.8176	12.2248	5.6071	6.681	5.7659	2.0453	11.4432
YKL013C	2.4472	9.0386	12.2248	14.0177	11.1349	8.6488	16.3627	22.8864
YKL012W	36.7085	42.9334	41.5645	36.4461	42.3128	54.7759	44.9974	41.9583
YKL011C	4.8945	2.2597	0	5.6071	0	0	2.0453	7.6288
YKL010C	53.8391	56.4913	58.6793	44.8568	64.5827	57.6588	75.6775	110.6174
YKL009W	208.0147	205.6283	97.7988	44.8568	33.4048	11.5318	32.7254	45.7727
YKL008C	4.8945	20.3369	31.7846	14.0177	22.2699	23.0635	12.272	19.072
YKL007W	80.7586	90.3861	144.2532	140.1774	187.067	253.6988	249.5311	232.6779
YKL006C-A	0	2.2597	0	2.8035	6.681	0	12.272	3.8144
